GENE	Class
gb|KR780479.1|-|1-706|ARO:3001452|OXA-140	penam
gb|DQ185434.2|+|0-1257|ARO:3000462|mgtA	macrolide
gb|LT673656.1|-|1884344-1885022|ARO:3004054|Paer_CpxR	multidrug
gb|HQ652506.1|+|373-2098|ARO:3004032|tetA(46)	tetracycline
gb|HQ652506.1|+|2099-3836|ARO:3004033|tetB(46)	tetracycline
gb|AE004091.2|-|2846282-2847779|ARO:3004072|OpmB	macrolide, aminocoumarin, tetracycline, monobactam
gb|MG384740.1|+|0-1641|ARO:3004698|MCR-5.2	peptide
gb|KR297239.1|-|414-1428|ARO:3000620|adeL	multidrug
gb|Z11877.1|+|485-818|ARO:3004039|Ecol_emrE	macrolide
gb|AJ318073.1|+|793-1990|ARO:3004041|Kpne_acrA	multidrug
gb|APQQ01000012.1|-|286900-287728|ARO:3001720|OXA-264	penam, carbapenem
gb|APQD01000016.1|+|31095-31929|ARO:3001754|OXA-299	penam
gb|LLNM01000004.1|-|97677-98466|ARO:3003642|OXA-485	penam
gb|CP012901.1|-|5979156-5980365|ARO:3003801|bcr-1	bicyclomycin-like 
gb|M11036.1|+|0-1377|ARO:3000179|tet(L)	tetracycline
gb|JQ340365.1|+|0-1434|ARO:3003583|basS	peptide
gb|AE004091.2|+|476332-477790|ARO:3000379|OprM	multidrug
gb|KC503911.1|+|9883-10249|ARO:3001205|BRP(MBL)	glycopeptide
gb|KJ949106.1|+|0-1146|ARO:3004745|MIR-23	cephalosporin, monobactam
gb|AE004091.2|-|1472546-1473980|ARO:3004077|PmpM	multidrug
gb|KX470419.1|+|3811-4615|ARO:3004085|lnuG	lincosamide
gb|KX812714.1|+|0-813|ARO:3004093|NDM-17	penam, cephamycin, cephalosporin, carbapenem
gb|EU847537.1|+|1671-3207|ARO:3004103|QepA2	fluoroquinolone
gb|AE004091.2|-|2503424-2503895|ARO:3004107|Paer_soxR	multidrug
gb|KP903885.1|+|0-828|ARO:3003611|OXA-455	penam
gb|AY312416.1|+|0-1122|ARO:3004123|Bpse_Omp38	cephamycin, cephalosporin, penam, carbapenem, penem, monobactam
gb|AFRQ01000061.1|-|22598-23990|ARO:3004142|OprZ	multidrug
gb|AFRQ01000061.1|-|27130-28306|ARO:3004143|AxyX	multidrug
gb|AY453162.1|+|500-1271|ARO:3004189|Bla2	cephalosporin, carbapenem, penam
gb|AY701528.1|+|9695-10589|ARO:3004191|APH(2'')-If	aminoglycoside
gb|DQ004496.1|+|0-873|ARO:3004213|GOB-18	penam, cephalosporin, carbapenem
gb|EU159120.1|+|0-858|ARO:3004826|LAP-2	penam, penem, cephalosporin
gb|KR131616.1|+|0-708|ARO:3004463|EBR-2	penam, carbapenem, cephalosporin
gb|AJ007350.1|+|239-1094|ARO:3004359|ACI-1	penam, cephalosporin, penem
gb|KX686116.1|+|0-1536|ARO:3004379|QepA4	fluoroquinolone
gb|MG739510.1|+|0-858|ARO:3004444|RSA-1	carbapenem, cephalosporin
gb|M58472.1|+|147-777|ARO:3004451|Afab_ACT_CHL	phenicol
gb|X92945.2|-|8934-9582|ARO:3004458|Efae_ACT_CHL	phenicol
gb|NC_002516.2|-|779462-780101|ARO:3002679|Paer_catB7	phenicol
gb|MF095097.1|-|1855-3484|ARO:3004470|poxtA	multidrug
gb|AF339733.1|+|436-1315|ARO:3004766|CGA-1	penam
gb|KP689347.1|-|8602-9544|ARO:3004757|BKC-1	carbapenem
gb|AF189296.1|+|0-756|ARO:3004809|GOB-2	penam, cephalosporin, carbapenem
gb|CEWL01000009.1|-|23801-24671|ARO:3001458|OXA-153	penam, carbapenem
gb|AF279904.1|+|159-1092|ARO:3004740|AST-1	penam, cephalosporin
gb|APPJ01000001.1|+|17227-18073|ARO:3001731|OXA-275	penam, carbapenem
gb|KU721146.1|+|0-762|ARO:3003620|OXA-464	penam
gb|AQFM01000048.1|-|191231-191927|ARO:3004479|OXA-664	penam
gb|JCMW02000002.1|-|55721-56522|ARO:3004489|OXA-663	penam, cephalosporin
gb|AJ276031.1|+|111-906|ARO:3004837|OXA-724	penam
gb|KP735848.1|+|0-813|ARO:3003663|NDM-15	penam, cephamycin, cephalosporin, carbapenem
gb|APPZ01000001.1|+|7525-8353|ARO:3001735|OXA-280	penam, carbapenem
gb|AJ006275.1|+|71-959|ARO:3004775|CME-1	penam
gb|LC055762.1|+|565-1306|ARO:3004823|IMP-52	penem, cephamycin, penam, cephalosporin, carbapenem
gb|MF370080.1|+|0-813|ARO:3004862|NDM-19	penam, cephamycin, cephalosporin, carbapenem
gb|AJ011502.1|+|300-1425|ARO:3004122|Kpne_OmpK37	penem, cephalosporin, cephamycin, penam, carbapenem, monobactam
gb|EF063111.1|+|1121-1988|ARO:3004856|SCO-1	penam, cephalosporin, penem
gb|KU299753.1|+|0-741|ARO:3004494|IMP-55	penem, cephamycin, penam, cephalosporin, carbapenem
gb|APON01000041.1|+|10443-11268|ARO:3001736|OXA-281	penam, carbapenem
gb|KR052099.1|+|5211-6093|ARO:3004496|KPC-24	penam, cephalosporin, monobactam, carbapenem
gb|KY503030.1|+|0-828|ARO:3004861|NDM-18	penam, cephamycin, cephalosporin, carbapenem
gb|KF048915.1|+|0-825|ARO:3001530|OXA-342	penam, carbapenem
gb|KY654092.1|+|0-813|ARO:3004863|NDM-20	penam, cephamycin, cephalosporin, carbapenem
gb|MF598076.1|+|0-1623|ARO:3004503|MCR-3.6	peptide
gb|MG267386.1|+|23609-25229|ARO:3004517|MCR-7.1	peptide
gb|KJ207201.1|+|951-2091|ARO:3002140|DHA-9	cephamycin, cephalosporin
gb|MG183694.1|+|0-813|ARO:3004864|NDM-21	penam, cephamycin, cephalosporin, carbapenem
gb|KF648874.1|+|4289-5180|ARO:3004542|mphN	macrolide
gb|NG_056107.1|+|1-1152|ARO:3006337|ADC-165	cephalosporin
gb|KP265939.1|+|0-813|ARO:3002361|NDM-11	penam, cephamycin, cephalosporin, carbapenem
gb|AY943084.1|+|2855-3092|ARO:3004549|dfrB5	diaminopyrimidine
gb|KP076293.1|+|2347-2821|ARO:3004550|dfrA27	diaminopyrimidine
gb|KX118301.1|+|131-590|ARO:3004554|dfrA29	diaminopyrimidine
gb|NZ_CP014234.1|+|1701629-1703306|ARO:3004569|ICR-Mo	peptide
gb|CP000521.1|-|1557233-1558523|ARO:3004573|Abau_AbaF	phosphonic acid
gb|CP001182.2|-|2255584-2256889|ARO:3004574|Abau_AbaQ	fluoroquinolone
gb|FJ911554.1|+|176-1655|ARO:3004577|Abau_AmvA	disinfecting agents and antiseptics, macrolide
gb|KR857687.1|+|0-1164|ARO:3004589|tet(53)	tetracycline
gb|ACWO01000051.1|+|22092-23265|ARO:3004588|Kpne_KpnG	multidrug
gb|KM359438.1|+|0-1050|ARO:3004599|clcD	multidrug
gb|MH243357.1|+|0-813|ARO:3004865|NDM-22	penam, cephamycin, cephalosporin, carbapenem
gb|MN985646.1|+|343-1531|ARO:3005013|IDC-2	carbapenem, cephalosporin
gb|AJ627643.4|+|4933-5713|ARO:3002653|APH(3')-VIb	aminoglycoside
gb|MG707078.1|+|0-1074|ARO:3005021|cfr(D)	phenicol, oxazolidinone, streptogramin, lincosamide, glycopeptide 
gb|VAOQ01003483.1|+|0-339|ARO:3005040|YajC	multidrug
gb|FO834906.1|-|2173974-2175099|ARO:3005044|OmpA	peptide
gb|AE016879.1|+|2933334-2933889|ARO:3005045|SatA	nucleoside
gb|FO203501.1|+|5123640-5125365|ARO:3005047|eptB	peptide
gb|CP045110.1|-|521271-522372|ARO:3005051|LpsB	peptide
gb|FO834906.1|+|304977-306633|ARO:3005053|ArnT	peptide
gb|CP007727.1|-|807206-809555|ARO:3005059|LptD	peptide, aminocoumarin, carbapenem, rifamycin 
gb|AE004091.2|+|3450837-3451509|ARO:3005063|cprR	peptide
gb|AE004091.2|+|3451505-3452801|ARO:3005064|cprS	peptide
gb|AE004091.2|-|1950438-1951725|ARO:3005067|ParS	multidrug
gb|AE004091.2|-|1951725-1952433|ARO:3005068|ParR	multidrug
gb|AF061757.1|+|834-1020|ARO:3005069|rsmA	multidrug
gb|AB200915.1|-|1831-2305|ARO:3005084|dfrA31	diaminopyrimidine
gb|MT090547.1|+|0-810|ARO:3005085|AAC(3)-IIg	aminoglycoside
gb|CP002562.1|-|1617468-1618245|ARO:3005091|RanA	aminoglycoside
gb|MN968729.1|+|0-828|ARO:3005093|OXA-899	penam, cephalosporin
gb|MN968728.1|+|0-816|ARO:3005094|OXA-898	penam, carbapenem
gb|MH211206.1|+|0-894|ARO:3005096|GPC-1	carbapenem
gb|JZKY01000061.1|+|787-1366|ARO:3005114|AAC(6')-Ib-cr4	aminoglycoside
gb|EU675686.2|+|1260-1860|ARO:3005116|AAC(6')-Ib-cr6	aminoglycoside
gb|CP034250.1|-|426089-426644|ARO:3005118|AAC(6')-Ib-cr8	aminoglycoside
gb|MH569711.1|-|1959-2514|ARO:3005119|AAC(6')-Ib-cr9	aminoglycoside
gb|MN624980.1|+|290-1103|ARO:3005131|NDM-29	penam, cephamycin, cephalosporin, carbapenem
gb|JICM01000013.1|-|60812-61658|ARO:3005158|OXA-668	penam, carbapenem
gb|NG_062290.1|+|0-861|ARO:3005238|SHV-218	penam, carbapenem, cephalosporin
gb|NG_068215.1|+|100-961|ARO:3000877|TEM-5	penam, cephalosporin, penem, monobactam
gb|NG_056168.1|+|0-861|ARO:3000881|TEM-9	penam, cephalosporin, penem, monobactam
gb|NG_068213.1|+|100-961|ARO:3000901|TEM-31	penam, cephalosporin, penem, monobactam
gb|NG_050264.1|+|13-874|ARO:3000905|TEM-35	penam, cephalosporin, penem, monobactam
gb|NG_052650.1|+|0-861|ARO:3000906|TEM-36	penam, cephalosporin, penem, monobactam
gb|NG_065940.1|+|0-861|ARO:3000909|TEM-39	penam, cephalosporin, penem, monobactam
gb|NG_050245.1|+|0-861|ARO:3001389|TEM-212	penam, cephalosporin, penem, monobactam
gb|NG_054684.1|+|0-861|ARO:3005257|TEM-226	penam, cephalosporin, penem, monobactam
gb|NG_065938.1|+|0-861|ARO:3005271|TEM-241	penam, cephalosporin, penem, monobactam
gb|NG_057603.1|+|0-1194|ARO:3005296|PDC-272	cephalosporin, monobactam, carbapenem
gb|NG_062354.1|+|0-801|ARO:3005315|OXA-779	penam
gb|MN339504.1|+|0-828|ARO:3005316|OXA-838	penam, cephalosporin
gb|NG_062269.1|+|0-828|ARO:3005320|OXA-737	penam, cephalosporin
gb|NG_065880.1|+|0-801|ARO:3005322|OXA-835	penam
gb|NG_070748.1|+|0-807|ARO:3005323|OXA-926	penam
gb|MK118771.1|+|0-882|ARO:3005371|KPC-39	penam, cephalosporin, monobactam, carbapenem
gb|NG_070786.1|+|0-831|ARO:3005330|OXA-931	penam, carbapenem
gb|NG_057486.1|+|0-774|ARO:3005333|OXA-641	penam, carbapenem
gb|HQ386845.2|+|7728-8262|ARO:3005334|DfrA42_TMP	diaminopyrimidine
gb|NG_050781.1|+|0-840|ARO:3005335|OXA-496	penam, carbapenem
gb|NG_065432.1|+|0-840|ARO:3005339|OXA-646	penam, carbapenem
gb|NG_068017.1|+|0-828|ARO:3005341|OXA-897	penam, carbapenem
gb|AJ628423.2|+|324-822|ARO:3005354|dfr22	diaminopyrimidine
gb|MH450213.1|+|0-882|ARO:3005356|KPC-23	penam, cephalosporin, monobactam, carbapenem
gb|KX619622.1|+|0-882|ARO:3005358|KPC-26	penam, cephalosporin, monobactam, carbapenem
gb|KP681699.1|+|0-882|ARO:3002328|KPC-18	penam, cephalosporin, monobactam, carbapenem
gb|KX828722.1|+|0-882|ARO:3005359|KPC-27	penam, cephalosporin, monobactam, carbapenem
gb|KY282958.1|+|0-876|ARO:3005361|KPC-28	penam, cephalosporin, monobactam, carbapenem
gb|MAPH01000113.1|+|8511-9393|ARO:3005362|KPC-31	penam, cephalosporin, monobactam, carbapenem
gb|MAPO01000050.1|+|8511-9393|ARO:3005363|KPC-32	penam, cephalosporin, monobactam, carbapenem
gb|KY646302.1|+|0-882|ARO:3005364|KPC-30	penam, cephalosporin, monobactam, carbapenem
gb|CP025144.1|+|87792-88674|ARO:3005365|KPC-33	penam, cephalosporin, monobactam, carbapenem
gb|KU985429.1|+|0-906|ARO:3005366|KPC-34	penam, cephalosporin, monobactam, carbapenem
gb|MH404098.1|+|0-882|ARO:3005367|KPC-35	penam, cephalosporin, monobactam, carbapenem
gb|MH718730.1|+|0-882|ARO:3005369|KPC-37	penam, cephalosporin, monobactam, carbapenem
gb|MK098861.1|+|0-882|ARO:3005370|KPC-38	penam, cephalosporin, monobactam, carbapenem
gb|MK497255.1|+|0-891|ARO:3005373|KPC-41	penam, cephalosporin, monobactam, carbapenem
gb|MN619655.1|+|0-882|ARO:3005378|KPC-49	penam, cephalosporin, monobactam, carbapenem
gb|NG_067972.1|+|1-1146|ARO:3006272|ACT-78	penam, cephalosporin, carbapenem, cephamycin
gb|NG_064686.1|+|101-1252|ARO:3006305|ADC-130	cephalosporin
gb|NG_061395.1|+|1-1152|ARO:3006351|ADC-179	cephalosporin
gb|NG_071189.1|+|101-1252|ARO:3006413|ADC-243	cephalosporin
gb|NG_050717.1|+|101-1252|ARO:3006428|ADC-32	cephalosporin
gb|NG_051460.1|+|1-1167|ARO:3006453|ADC-96	cephalosporin
gb|NG_063835.1|+|1-804|ARO:3006890|AFM-1	carbapenem
gb|NG_073458.1|+|1-804|ARO:3006891|AFM-2	carbapenem
gb|NG_066501.1|+|1-897|ARO:3006898|AXC-2	carbapenem
gb|NG_066502.1|+|1-897|ARO:3006899|AXC-3	carbapenem
gb|NG_066503.1|+|1-897|ARO:3006900|AXC-4	carbapenem
gb|NG_050978.1|+|1-852|ARO:3006154|BEL-4	penam, cephalosporin, monobactam
gb|NG_068505.1|+|1-942|ARO:3006223|BKC-2	carbapenem
gb|NG_067207.1|+|101-850|ARO:3005531|BlaB-18	penam, carbapenem
gb|NG_066506.1|+|1-867|ARO:3005586|CARB-52	penam
gb|NG_070729.1|+|1-867|ARO:3005587|CARB-53	penam
gb|NG_052478.1|+|101-967|ARO:3005589|CARB-55	penam
gb|NG_050385.1|+|101-1003|ARO:3006224|CepA-29	cephalosporin
gb|NG_050386.1|+|101-1003|ARO:3006225|CepA-44	cephalosporin
gb|NG_050387.1|+|101-1003|ARO:3006226|CepA-49	cephalosporin
gb|NG_047630.1|+|101-850|ARO:3006907|CfiA11	carbapenem
gb|NG_054673.1|+|1-750|ARO:3006910|CfiA18	carbapenem
gb|NG_054664.1|+|1-750|ARO:3006911|CfiA19	carbapenem
gb|NG_054670.1|+|1-750|ARO:3006916|CfiA24	carbapenem
gb|NG_071227.1|+|1-750|ARO:3006917|CfiA26	carbapenem
gb|NG_050392.1|+|1-750|ARO:3006919|CfiA4	carbapenem
gb|NG_048765.1|+|1-894|ARO:3006155|CME-2	penam
gb|NG_061416.1|+|1-1146|ARO:3006856|CMH-4	cephalosporin
gb|NG_048962.1|+|1-876|ARO:3005600|CTX-M-177	cephalosporin
gb|NG_057608.1|+|1-876|ARO:3005639|CTX-M-216	cephalosporin
gb|NG_049069.1|+|1-1140|ARO:3002154|DHA-23	cephamycin, cephalosporin
gb|NG_049070.1|+|1-1140|ARO:3006465|DHA-24	cephamycin, cephalosporin
gb|NG_052903.1|+|1-1140|ARO:3006466|DHA-25	cephamycin, cephalosporin
gb|NG_057482.1|+|1-1140|ARO:3006467|DHA-26	cephamycin, cephalosporin
gb|NG_057481.1|+|1-1140|ARO:3006468|DHA-27	cephamycin, cephalosporin
gb|NG_065868.1|+|1-1140|ARO:3006470|DHA-29	cephamycin, cephalosporin
gb|NG_049072.1|+|101-1240|ARO:3002137|DHA-4	cephamycin, cephalosporin
gb|NG_049079.1|+|101-1234|ARO:3006874|EC-13	cephalosporin
gb|NG_049081.1|+|101-1234|ARO:3006876|EC-15	cephalosporin
gb|NG_049085.1|+|101-1234|ARO:3006880|EC-5	cephalosporin
gb|NG_049135.1|+|1-864|ARO:3006160|GES-31	penam, cephalosporin, carbapenem
gb|NG_051512.1|+|1-864|ARO:3006161|GES-32	penam, cephalosporin, carbapenem
gb|NG_054709.1|+|1-864|ARO:3006162|GES-33	penam, cephalosporin, carbapenem
gb|NG_065425.1|+|1-864|ARO:3006170|GES-41	penam, cephalosporin, carbapenem
gb|NG_065871.1|+|1-864|ARO:3006172|GES-43	penam, cephalosporin, carbapenem
gb|NG_070735.1|+|1-864|ARO:3006173|GES-44	penam, cephalosporin, carbapenem
gb|NG_068006.1|+|101-973|ARO:3005689|GOB-40	penam, cephalosporin, carbapenem
gb|NG_068012.1|+|101-973|ARO:3005696|GOB-48	penam, cephalosporin, carbapenem
gb|NG_068014.1|+|101-973|ARO:3005698|GOB-50	penam, cephalosporin, carbapenem
gb|NG_064724.1|+|1-741|ARO:3002230|IMP-39	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_050945.1|+|1-741|ARO:3005467|IMP-60	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_054676.1|+|1-741|ARO:3005473|IMP-66	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_055665.1|+|1-741|ARO:3005475|IMP-69	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_056176.1|+|1-741|ARO:3005476|IMP-70	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_061409.1|+|1-741|ARO:3005481|IMP-76	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_061410.1|+|1-741|ARO:3005482|IMP-77	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_061411.1|+|1-741|ARO:3005483|IMP-78	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_061626.1|+|1-741|ARO:3005484|IMP-79	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_062274.1|+|1-741|ARO:3005485|IMP-80	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_065947.1|+|1-741|ARO:3005486|IMP-81	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_066696.1|+|1-741|ARO:3005490|IMP-85	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_070737.1|+|1-741|ARO:3005491|IMP-88	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_070738.1|+|101-841|ARO:3005492|IMP-89	penem, cephamycin, penam, cephalosporin, carbapenem
gb|NG_049254.1|+|1-882|ARO:3003145|KPC-21	penam, cephalosporin, monobactam, carbapenem
gb|NG_065427.1|+|1-927|ARO:3006186|KPC-44	penam, cephalosporin, monobactam, carbapenem
gb|NG_073465.1|+|1-882|ARO:3006191|KPC-62	penam, cephalosporin, monobactam, carbapenem
gb|NG_073467.1|+|1-885|ARO:3006193|KPC-64	penam, cephalosporin, monobactam, carbapenem
gb|NG_070739.1|+|1-876|ARO:3006195|KPC-66	penam, cephalosporin, monobactam, carbapenem
gb|NG_070740.1|+|1-882|ARO:3006197|KPC-72	penam, cephalosporin, monobactam, carbapenem
gb|NG_070741.1|+|1-894|ARO:3006198|KPC-73	penam, cephalosporin, monobactam, carbapenem
gb|NG_070742.1|+|1-876|ARO:3006199|KPC-74	penam, cephalosporin, monobactam, carbapenem
gb|NG_070743.1|+|1-882|ARO:3006200|KPC-75	penam, cephalosporin, monobactam, carbapenem
gb|NG_070896.1|+|101-1003|ARO:3006201|KPC-76	penam, cephalosporin, monobactam, carbapenem
gb|NG_071205.1|+|101-1003|ARO:3006204|KPC-79	penam, cephalosporin, monobactam, carbapenem
gb|NG_073469.1|+|1-891|ARO:3006205|KPC-80	penam, cephalosporin, monobactam, carbapenem
gb|NG_073470.1|+|1-879|ARO:3006206|KPC-81	penam, cephalosporin, monobactam, carbapenem
gb|NG_073471.1|+|1-888|ARO:3006207|KPC-82	penam, cephalosporin, monobactam, carbapenem
gb|NG_049292.1|+|0-870|ARO:3006951|MBL1b	carbapenem
gb|NG_050721.1|+|0-1146|ARO:3006859|MIR-19	cephalosporin, monobactam
gb|NG_050722.1|+|0-1146|ARO:3006860|MIR-20	cephalosporin, monobactam
gb|NG_049308.1|+|100-1246|ARO:3002172|MIR-7	cephalosporin, monobactam
gb|NG_049310.1|+|100-1240|ARO:3006953|MOR-2	cephalosporin
gb|NG_049313.1|+|0-1149|ARO:3003141|MOX-11	cephalosporin, cephamycin, penam
gb|NG_049314.1|+|100-1252|ARO:3006477|MOX-12	cephalosporin, cephamycin, penam
gb|NG_055585.1|+|0-1152|ARO:3006478|MOX-13	cephalosporin, cephamycin, penam
gb|NG_067143.1|+|0-1149|ARO:3006479|MOX-14	cephalosporin, cephamycin, penam
gb|NG_057453.1|+|100-886|ARO:3006955|MYX-1	carbapenem
gb|NG_067144.1|+|0-813|ARO:3004869|NDM-26	penam, cephamycin, cephalosporin, carbapenem
gb|NG_071206.1|+|0-813|ARO:3005700|NDM-30	penam, cephamycin, cephalosporin, carbapenem
gb|NG_071207.1|+|0-813|ARO:3005701|NDM-31	penam, cephamycin, cephalosporin, carbapenem
gb|NG_049390.1|+|101-976|ARO:3006961|ORN-5	cephalosporin, carbapenem
gb|NG_049391.1|+|101-976|ARO:3006962|ORN-6	cephalosporin, carbapenem
gb|NG_049408.1|+|1-828|ARO:3005702|OXA-114b	penam
gb|NG_049409.1|+|1-828|ARO:3005703|OXA-114c	penam
gb|NG_049412.1|+|1-828|ARO:3005706|OXA-114f	penam
gb|NG_049413.1|+|1-828|ARO:3005707|OXA-114g	penam
gb|NG_064734.1|+|1-828|ARO:3005712|OXA-114l	penam
gb|NG_064737.1|+|1-828|ARO:3005715|OXA-114p	penam
gb|NG_064738.1|+|1-828|ARO:3005716|OXA-114q	penam
gb|NG_064744.1|+|1-828|ARO:3005722|OXA-114w	penam
gb|NG_049771.1|+|101-862|ARO:3005725|OXA-491	penam
gb|NG_068178.1|+|101-925|ARO:3005729|OXA-498	penam, carbapenem
gb|NG_049778.1|+|1-822|ARO:3005730|OXA-500	penam, carbapenem
gb|NG_049782.1|+|1-795|ARO:3005734|OXA-504	penam
gb|NG_049789.1|+|1-843|ARO:3005742|OXA-512	penam, carbapenem
gb|NG_049790.1|+|1-828|ARO:3005743|OXA-513	penam
gb|NG_055475.1|+|1-798|ARO:3005744|OXA-514	penam, carbapenem
gb|NG_050979.1|+|1-801|ARO:3005750|OXA-520	penam, cephalosporin
gb|NG_051517.1|+|1-831|ARO:3005764|OXA-534	penam, cephalosporin
gb|NG_065429.1|+|1-825|ARO:3005863|OXA-643	penam, carbapenem
gb|NG_065430.1|+|1-825|ARO:3005864|OXA-644	penam, carbapenem
gb|NG_065431.1|+|1-825|ARO:3005865|OXA-645	penam, carbapenem
gb|NG_065435.1|+|1-825|ARO:3005866|OXA-650	penam, carbapenem
gb|NG_059326.1|+|101-925|ARO:3005867|OXA-651	penam, carbapenem
gb|NG_059327.1|+|101-925|ARO:3005868|OXA-652	penam, carbapenem
gb|NG_061398.1|+|1-825|ARO:3005877|OXA-662	penam, carbapenem
gb|NG_062225.1|+|101-946|ARO:3005879|OXA-667	penam, carbapenem
gb|NG_062227.1|+|101-940|ARO:3005880|OXA-669	penam, carbapenem
gb|NG_062270.1|+|1-831|ARO:3005883|OXA-675	penam, cephalosporin
gb|NG_062271.1|+|1-801|ARO:3005884|OXA-676	penam, cephalosporin
gb|NG_062272.1|+|1-801|ARO:3005885|OXA-677	penam, cephalosporin
gb|NG_062247.1|+|101-895|ARO:3005931|OXA-726	penam
gb|NG_061621.1|+|1-852|ARO:3005932|OXA-727	penam
gb|NG_062268.1|+|1-801|ARO:3005941|OXA-736	penam, cephalosporin
gb|NG_063842.1|+|50-874|ARO:3005942|OXA-738	penam, carbapenem
gb|NG_062347.1|+|1-822|ARO:3005982|OXA-778	penam, carbapenem
gb|NG_063881.1|+|101-895|ARO:3005983|OXA-780	penam
gb|NG_064748.1|+|1-828|ARO:3005990|OXA-787	penam
gb|NG_064750.1|+|1-828|ARO:3005992|OXA-789	penam
gb|NG_064752.1|+|1-801|ARO:3005994|OXA-794	penam
gb|NG_064754.1|+|101-931|ARO:3005996|OXA-796	penam, cephalosporin
gb|NG_064778.1|+|1-822|ARO:3006018|OXA-820	penam, carbapenem
gb|NG_065443.1|+|27-824|ARO:3006030|OXA-833	penam, carbapenem
gb|NG_066512.1|+|1-828|ARO:3006033|OXA-839	penam
gb|NG_066732.1|+|35-859|ARO:3006062|OXA-870	penam, carbapenem
gb|NG_070745.1|+|1-813|ARO:3006088|OXA-900	penam
gb|NG_068182.1|+|1-825|ARO:3006098|OXA-911	penam, carbapenem
gb|NG_068183.1|+|1-795|ARO:3006099|OXA-912	penam
gb|NG_070746.1|+|101-928|ARO:3006105|OXA-919	penam
gb|NG_070184.1|+|1-831|ARO:3006107|OXA-921	penam, cephalosporin
gb|NG_070186.1|+|1-798|ARO:3006110|OXA-924	penam, carbapenem
gb|NG_070187.1|+|1-825|ARO:3006111|OXA-925	penam
gb|NG_070749.1|+|1-786|ARO:3006113|OXA-928	penam, cephalosporin
gb|NG_070900.1|+|101-901|ARO:3006116|OXA-935	penam, cephalosporin
gb|NG_065882.1|+|31-912|ARO:3006964|PAU-1	cephalosporin, carbapenem
gb|NG_052891.1|+|1-1194|ARO:3006554|PDC-175	cephalosporin, monobactam, carbapenem
gb|NG_054989.1|+|1-1194|ARO:3006583|PDC-204	cephalosporin, monobactam, carbapenem
gb|NG_068187.1|+|1-1197|ARO:3006768|PDC-399	cephalosporin, monobactam, carbapenem
gb|NG_059319.1|+|101-1027|ARO:3006131|PER-10	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_056387.1|+|101-1027|ARO:3006132|PER-11	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_059335.1|+|101-1027|ARO:3006133|PER-12	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_064782.1|+|1-927|ARO:3006134|PER-13	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_068210.1|+|1-927|ARO:3006136|PER-15	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_073484.1|+|1-927|ARO:3006137|PER-16	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_049967.1|+|101-1027|ARO:3003184|PER-8	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_049968.1|+|1-927|ARO:3006138|PER-9	penem, cephalosporin, carbapenem, penam, monobactam
gb|NG_049972.1|+|101-976|ARO:3006971|PLA-6	carbapenem, cephalosporin
gb|NG_049973.1|+|101-1030|ARO:3006973|PME-1	carbapenem
gb|NG_049976.1|+|101-988|ARO:3006980|RAHN-2	cephalosporin
gb|NG_063889.1|+|1-933|ARO:3006981|RSA2-1	carbapenem
gb|NG_063892.1|+|1-774|ARO:3006982|RSD2-1	carbapenem, cephalosporin
gb|NG_063893.1|+|1-759|ARO:3006983|RSD2-2	carbapenem, cephalosporin
gb|NG_049983.1|+|101-1066|ARO:3006987|SGM-1	carbapenem
gb|NG_052647.1|+|101-1030|ARO:3006989|SGM-3	carbapenem
gb|NG_049988.1|+|101-1081|ARO:3006992|SGM-6	carbapenem
gb|NG_050614.1|+|101-1081|ARO:3006993|SGM-7	carbapenem
gb|NG_050308.1|+|1-861|ARO:3006140|TEM-99	penam, cephalosporin, penem, monobactam
gb|NG_050318.1|+|1-900|ARO:3003146|VEB-10	cephalosporin, monobactam
gb|NG_050319.1|+|1-900|ARO:3006208|VEB-11	cephalosporin, monobactam
gb|NG_050320.1|+|1-900|ARO:3006209|VEB-12	cephalosporin, monobactam
gb|NG_050321.1|+|1-900|ARO:3006210|VEB-13	cephalosporin, monobactam
gb|NG_050322.1|+|1-897|ARO:3006211|VEB-14	cephalosporin, monobactam
gb|NG_050323.1|+|1-900|ARO:3006212|VEB-15	cephalosporin, monobactam
gb|NG_050325.1|+|1-900|ARO:3006213|VEB-17	cephalosporin, monobactam
